Organism/Name,origin,order,family,genus
Propionibacterium phage Ouroboros,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P1.1,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P100D,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P100_1,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P100_A,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P101A,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P104A,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P105,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P14.4,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage P9.1,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PA1-14,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PA6,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PAC1,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PAD20,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PAS50,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PFR1,RefSeq-85,Caudovirales,Siphoviridae,Pfr1virus
Propionibacterium phage PFR2,RefSeq-85,,,
Propionibacterium phage PHL009M11,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL010M04,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PHL025M00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL030N00,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PHL041M10,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL055N00,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PHL060L00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL067M10,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PHL070N00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL071N05,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL082M00,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PHL085N00,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PHL092M00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL095N00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL111M01,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL112N00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL113M01,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL114L00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL116M00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL132N00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL141N00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL150M00,RefSeq-85,Caudovirales,Siphoviridae,
Propionibacterium phage PHL152M00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL171M01,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL179M00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL199M00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage PHL301M00,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage Pacnes 2012-15,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage Pirate,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage Procrass1,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage QueenBey,RefSeq-85,,,
Propionibacterium phage SKKY,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage Solid,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage Stormborn,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Propionibacterium phage Wizzo,RefSeq-85,Caudovirales,Siphoviridae,Pa6virus
Proteus phage PM 75,RefSeq-85,Caudovirales,Podoviridae,
Proteus phage PM 85,RefSeq-85,Caudovirales,Podoviridae,
Proteus phage PM 93,RefSeq-85,Caudovirales,Podoviridae,
Proteus phage PM16,RefSeq-85,Caudovirales,Podoviridae,
Proteus phage pPM_01,RefSeq-85,Caudovirales,Siphoviridae,
Proteus phage vB_PmiM_Pm5461,RefSeq-85,Caudovirales,Myoviridae,
Proteus phage vB_PmiP_Pm5460,RefSeq-85,Caudovirales,Podoviridae,
Providencia phage Redjac,RefSeq-85,Caudovirales,,
Pseudoalteromonas phage BS5,RefSeq-85,,,
Pseudoalteromonas phage H101,RefSeq-85,Caudovirales,Myoviridae,
Pseudoalteromonas phage H103,RefSeq-85,Caudovirales,,
Pseudoalteromonas phage H105/1,RefSeq-85,Caudovirales,Siphoviridae,
Pseudoalteromonas phage PH1,RefSeq-85,,,
Pseudoalteromonas phage PM2,RefSeq-85,,Corticoviridae,Corticovirus
Pseudoalteromonas phage Pq0,RefSeq-85,Caudovirales,Siphoviridae,
Pseudoalteromonas phage RIO-1,RefSeq-85,Caudovirales,Podoviridae,
Pseudoalteromonas phage pYD6-A,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonad phage gh-1,RefSeq-85,Caudovirales,Podoviridae,T7virus
Pseudomonas phage 119X,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage 14-1,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage 201phi2-1,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage 73,RefSeq-85,Caudovirales,Siphoviridae,Septima3virus
Pseudomonas phage AF,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage Andromeda,RefSeq-85,,,
Pseudomonas phage B3,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage Bf7,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage C11,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage CHA_P1,RefSeq-85,Caudovirales,Myoviridae,Kpp10virus
Pseudomonas phage DL54,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage DL60,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage DL62,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage DL64,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage DL68,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage EL,RefSeq-85,Caudovirales,Myoviridae,Elvirus
Pseudomonas phage F10,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage F8,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage H70,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage JBD18,RefSeq-85,,,
Pseudomonas phage JBD24,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage JBD25,RefSeq-85,,,
Pseudomonas phage JBD30,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage JBD44,RefSeq-85,,,
Pseudomonas phage JBD5,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage JBD69,RefSeq-85,,,
Pseudomonas phage JBD88a,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage JBD93,RefSeq-85,,,
Pseudomonas phage JD024,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage JG004,RefSeq-85,Caudovirales,Myoviridae,Pakpunavirus
Pseudomonas phage JG024,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage K5,RefSeq-85,,,
Pseudomonas phage K8,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage KPP10,RefSeq-85,Caudovirales,Myoviridae,Kpp10virus
Pseudomonas phage KPP12,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage KPP21,RefSeq-85,Caudovirales,Podoviridae,Luz7virus
Pseudomonas phage KPP25,RefSeq-85,Caudovirales,Podoviridae,Kpp25virus
Pseudomonas phage LBL3,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage LIT1,RefSeq-85,Caudovirales,Podoviridae,Lit1virus
Pseudomonas phage LKA1,RefSeq-85,Caudovirales,Podoviridae,Phikmvvirus
Pseudomonas phage LKD16,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage LMA2,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage LUZ19,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage LUZ24,RefSeq-85,Caudovirales,Podoviridae,Luz24virus
Pseudomonas phage LUZ7,RefSeq-85,Caudovirales,Podoviridae,Luz7virus
Pseudomonas phage Lu11,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage M6,RefSeq-85,Caudovirales,Siphoviridae,Yuavirus
Pseudomonas phage MD8,RefSeq-85,,,
Pseudomonas phage MP1412,RefSeq-85,Caudovirales,Siphoviridae,Yuavirus
Pseudomonas phage MP42,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage MP48,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage MPK6,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage MPK7,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage NH-4,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage NP1,RefSeq-85,Caudovirales,Siphoviridae,Np1virus
Pseudomonas phage O4,RefSeq-85,,,
Pseudomonas phage OBP,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage PA11,RefSeq-85,,,
Pseudomonas phage PAE1,RefSeq-85,Caudovirales,Siphoviridae,Yuavirus
Pseudomonas phage PAJU2,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage PAK_P1,RefSeq-85,Caudovirales,Myoviridae,Pakpunavirus
Pseudomonas phage PAK_P2,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage PAK_P3,RefSeq-85,Caudovirales,Myoviridae,Kpp10virus
Pseudomonas phage PAK_P4,RefSeq-85,Caudovirales,Myoviridae,Pakpunavirus
Pseudomonas phage PAK_P5,RefSeq-85,Caudovirales,Myoviridae,Kpp10virus
Pseudomonas phage PB1,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage PEV2,RefSeq-85,Caudovirales,Podoviridae,Lit1virus
Pseudomonas phage PP7,RefSeq-85,,Leviviridae,
Pseudomonas phage PPPL-1,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage PPpW-3,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage PPpW-4,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage PRR1,RefSeq-85,,Leviviridae,
Pseudomonas phage PS-1,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage PT2,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage Pa2,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage PaBG,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage PaMx11,RefSeq-85,Caudovirales,Siphoviridae,Ab18virus
Pseudomonas phage PaMx28,RefSeq-85,Caudovirales,Siphoviridae,Pamx74virus
Pseudomonas phage PaMx42,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage PaMx74,RefSeq-85,Caudovirales,Siphoviridae,Pamx74virus
Pseudomonas phage PaP1,RefSeq-85,Caudovirales,Myoviridae,Pakpunavirus
Pseudomonas phage PaP2,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage PaP3,RefSeq-85,Caudovirales,Podoviridae,Luz24virus
Pseudomonas phage PaoP5,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage Pf-10,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage Pf1,RefSeq-85,,Inoviridae,
Pseudomonas phage Pf3,RefSeq-85,,Inoviridae,
Pseudomonas phage Phi-S1,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage PhiCHU,RefSeq-85,Caudovirales,Podoviridae,Luz24virus
Pseudomonas phage PhiPA3,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage SN,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus
Pseudomonas phage TL,RefSeq-85,Caudovirales,Podoviridae,Luz24virus
Pseudomonas phage UFV-P2,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage VCM,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage YH30,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage YH6,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage YMC11/02/R656,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage YMC11/06/C171_PPU_BP,RefSeq-85,,,
Pseudomonas phage YMC11/07/P54_PAE_BP,RefSeq-85,,,
Pseudomonas phage YuA,RefSeq-85,Caudovirales,Siphoviridae,Yuavirus
Pseudomonas phage phi-2,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage phi12,RefSeq-85,,Cystoviridae,Cystovirus
Pseudomonas phage phi13,RefSeq-85,,Cystoviridae,Cystovirus
Pseudomonas phage phi15,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage phi2,RefSeq-85,,,
Pseudomonas phage phi2954,RefSeq-85,,Cystoviridae,Cystovirus
Pseudomonas phage phi297,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage phi3,RefSeq-85,,,
Pseudomonas phage phi6,RefSeq-85,,Cystoviridae,Cystovirus
Pseudomonas phage phi8,RefSeq-85,,Cystoviridae,Cystovirus
Pseudomonas phage phiCTX,RefSeq-85,Caudovirales,Myoviridae,P2virus
Pseudomonas phage phiIBB-PAA2,RefSeq-85,Caudovirales,Podoviridae,Luz24virus
Pseudomonas phage phiIBB-PF7A,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage phiKMV,RefSeq-85,Caudovirales,Podoviridae,Phikmvvirus
Pseudomonas phage phiKZ,RefSeq-85,Caudovirales,Myoviridae,Phikzvirus
Pseudomonas phage phiMK,RefSeq-85,,,
Pseudomonas phage phiPSA1,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage phiPSA2,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage phiPsa374,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage phiPto-bp6g,RefSeq-85,,,
Pseudomonas phage phikF77,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage tf,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage vB_Pae-Kakheti25,RefSeq-85,Caudovirales,Siphoviridae,Septima3virus
Pseudomonas phage vB_Pae-TbilisiM32,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage vB_PaeM_C2-10_Ab1,RefSeq-85,Caudovirales,Myoviridae,Pakpunavirus
Pseudomonas phage vB_PaeM_MAG1,RefSeq-85,,,
Pseudomonas phage vB_PaeM_PAO1_Ab03,RefSeq-85,Caudovirales,Myoviridae,Kpp10virus
Pseudomonas phage vB_PaeM_PAO1_Ab27,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage vB_PaeM_PS24,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage vB_PaeP_C2-10_Ab09,RefSeq-85,Caudovirales,Podoviridae,Lit1virus
Pseudomonas phage vB_PaeP_C2-10_Ab22,RefSeq-85,Caudovirales,Podoviridae,Luz24virus
Pseudomonas phage vB_PaeP_MAG4,RefSeq-85,,,
Pseudomonas phage vB_PaeP_PAO1_Ab05,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage vB_PaeP_PPA-ABTNL,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage vB_PaeP_Tr60_Ab31,RefSeq-85,,,
Pseudomonas phage vB_PaeP_p2-10_Or1,RefSeq-85,Caudovirales,Podoviridae,
Pseudomonas phage vB_PaeS_PAO1_Ab18,RefSeq-85,Caudovirales,Siphoviridae,Ab18virus
Pseudomonas phage vB_PaeS_PAO1_Ab30,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage vB_PaeS_PM105,RefSeq-85,Caudovirales,Siphoviridae,
Pseudomonas phage vB_PaeS_SCH_Ab26,RefSeq-85,Caudovirales,Siphoviridae,Septima3virus
Pseudomonas phage vB_Pae_PS44,RefSeq-85,Caudovirales,Myoviridae,
Pseudomonas phage vB_PsyM_KIL1,RefSeq-85,,,
Pseudomonas virus D3,RefSeq-85,Caudovirales,Siphoviridae,D3virus
Pseudomonas virus D3112,RefSeq-85,Caudovirales,Siphoviridae,D3112virus
Pseudomonas virus DMS3,RefSeq-85,Caudovirales,Siphoviridae,D3112virus
Pseudomonas virus F116,RefSeq-85,Caudovirales,Podoviridae,F116virus
Pseudomonas virus LPB1,RefSeq-85,Caudovirales,Siphoviridae,D3112virus
Pseudomonas virus MP29,RefSeq-85,Caudovirales,Siphoviridae,D3112virus
Pseudomonas virus MP38,RefSeq-85,Caudovirales,Siphoviridae,D3112virus
Pseudomonas virus PA1KOR,RefSeq-85,Caudovirales,Siphoviridae,D3112virus
Pseudomonas virus PMG1,RefSeq-85,Caudovirales,Siphoviridae,D3virus
Psychrobacter phage Psymv2,RefSeq-85,Caudovirales,Siphoviridae,
Psychrobacter phage pOW20-A,RefSeq-85,Caudovirales,Myoviridae,
Puniceispirillum phage HMO-2011,RefSeq-85,Caudovirales,Podoviridae,
Pyrobaculum filamentous virus 1,RefSeq-85,,Tristromaviridae,Alphatristromavirus
Pyrobaculum spherical virus,RefSeq-85,,Globuloviridae,Globulovirus
Pyrococcus abyssi virus 1,RefSeq-85,,,
Ralstonia phage 1 NP-2014,RefSeq-85,,Inoviridae,
Ralstonia phage PE226,RefSeq-85,,Inoviridae,
Ralstonia phage RS138,RefSeq-85,,,
Ralstonia phage RS603,RefSeq-85,,Inoviridae,Habenivirus
Ralstonia phage RSA1,RefSeq-85,Caudovirales,Myoviridae,P2virus
Ralstonia phage RSB1,RefSeq-85,Caudovirales,Podoviridae,
Ralstonia phage RSB2,RefSeq-85,Caudovirales,Podoviridae,
Ralstonia phage RSB3,RefSeq-85,Caudovirales,Podoviridae,
Ralstonia phage RSF1,RefSeq-85,Caudovirales,Myoviridae,Rsl2virus
Ralstonia phage RSJ2,RefSeq-85,Caudovirales,Podoviridae,
Ralstonia phage RSJ5,RefSeq-85,Caudovirales,Podoviridae,
Ralstonia phage RSK1,RefSeq-85,Caudovirales,Podoviridae,
Ralstonia phage RSL2,RefSeq-85,Caudovirales,Myoviridae,Rsl2virus
Ralstonia phage RSM1,RefSeq-85,,Inoviridae,Habenivirus
Ralstonia phage RSM3,RefSeq-85,,Inoviridae,Habenivirus
Ralstonia phage RSP15,RefSeq-85,,,
Ralstonia phage RSS0,RefSeq-85,,Inoviridae,
Ralstonia phage RSS1,RefSeq-85,,Inoviridae,
Ralstonia phage RSS20,RefSeq-85,,Inoviridae,
Ralstonia phage RSS30,RefSeq-85,,Inoviridae,
Ralstonia phage RSY1,RefSeq-85,Caudovirales,Myoviridae,
Ralstonia phage p12J,RefSeq-85,,Inoviridae,
Ralstonia phage phiRSL1,RefSeq-85,Caudovirales,Myoviridae,Rslunavirus
Rhizobium phage 16-3,RefSeq-85,Caudovirales,Siphoviridae,
Rhizobium phage RHEph06,RefSeq-85,Caudovirales,Myoviridae,
Rhizobium phage RHEph10,RefSeq-85,,,
Rhizobium phage RR1-A,RefSeq-85,Caudovirales,Myoviridae,
Rhizobium phage RR1-B,RefSeq-85,Caudovirales,Myoviridae,
Rhizobium phage vB_RglS_P106B,RefSeq-85,Caudovirales,Siphoviridae,
Rhizobium phage vB_RleM_P10VF,RefSeq-85,Caudovirales,Myoviridae,
Rhizobium phage vB_RleM_PPF1,RefSeq-85,Caudovirales,Myoviridae,
Rhizobium phage vB_RleS_L338C,RefSeq-85,Caudovirales,Siphoviridae,
Rhodobacter phage RC1,RefSeq-85,Caudovirales,Siphoviridae,
Rhodobacter phage RcRhea,RefSeq-85,Caudovirales,Siphoviridae,Cronusvirus
Rhodobacter phage RcTitan,RefSeq-85,Caudovirales,Siphoviridae,Titanvirus
Rhodobacter phage RcapMu,RefSeq-85,Caudovirales,Siphoviridae,
Rhodobacter phage RcapNL,RefSeq-85,,,
Rhodococcus phage CosmicSans,RefSeq-85,Caudovirales,Siphoviridae,
Rhodococcus phage E3,RefSeq-85,Caudovirales,Myoviridae,
Rhodococcus phage REQ1,RefSeq-85,Caudovirales,Siphoviridae,
Rhodococcus phage REQ2,RefSeq-85,,,
Rhodococcus phage REQ3,RefSeq-85,,,
Rhodococcus phage RER2,RefSeq-85,Caudovirales,Siphoviridae,Rer2virus
Rhodococcus phage RGL3,RefSeq-85,Caudovirales,Siphoviridae,Rer2virus
Rhodococcus phage RRH1,RefSeq-85,Caudovirales,Siphoviridae,
Rhodococcus phage ReqiDocB7,RefSeq-85,Caudovirales,Siphoviridae,
Rhodococcus phage ReqiPepy6,RefSeq-85,Caudovirales,Siphoviridae,Pepy6virus
Rhodococcus phage ReqiPine5,RefSeq-85,Caudovirales,Siphoviridae,
Rhodococcus phage ReqiPoco6,RefSeq-85,Caudovirales,Siphoviridae,Pepy6virus
Rhodoferax phage P26218,RefSeq-85,Caudovirales,Podoviridae,
Rhodothermus phage RM378,RefSeq-85,Caudovirales,Myoviridae,
Rhodovulum phage RS1,RefSeq-85,,,
Rhodovulum phage vB_RhkS_P1,RefSeq-85,,,
Riemerella phage RAP44,RefSeq-85,Caudovirales,Siphoviridae,
Roseobacter phage RDJL Phi 1,RefSeq-85,Caudovirales,Siphoviridae,Rdjlvirus
Roseobacter phage SIO1,RefSeq-85,Caudovirales,Podoviridae,
Ruegeria phage DSS3-P1,RefSeq-85,Caudovirales,Siphoviridae,
Salicola phage CGphi29,RefSeq-85,,,
Salinivibrio phage CW02,RefSeq-85,Caudovirales,Podoviridae,
Salisaeta icosahedral phage 1,RefSeq-85,,,
Salmonella enterica bacteriophage SE1,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage 100268_sal2,RefSeq-85,Caudovirales,Siphoviridae,T5virus
Salmonella phage 103203_sal5,RefSeq-85,,,
Salmonella phage 118970_sal1,RefSeq-85,,,
Salmonella phage 118970_sal2,RefSeq-85,,,
Salmonella phage 118970_sal3,RefSeq-85,,,
Salmonella phage 118970_sal4,RefSeq-85,,,
Salmonella phage 19,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage 21,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage 36,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella phage 37,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella phage 38,RefSeq-85,Caudovirales,Ackermannviridae,Cba120virus
Salmonella phage 64795_sal3,RefSeq-85,,,
Salmonella phage 7-11,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage 9NA,RefSeq-85,Caudovirales,Podoviridae,Nonanavirus
Salmonella phage BP12A,RefSeq-85,,,
Salmonella phage BP12B,RefSeq-85,,,
Salmonella phage BP12C,RefSeq-85,,,
Salmonella phage BP63,RefSeq-85,,,
Salmonella phage BPS11Q3,RefSeq-85,,,
Salmonella phage BPS15Q2,RefSeq-85,,,
Salmonella phage Det7,RefSeq-85,Caudovirales,Ackermannviridae,Cba120virus
Salmonella phage Ent1,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage FSL SP-004,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage FSL SP-031,RefSeq-85,Caudovirales,Siphoviridae,Sp31virus
Salmonella phage FSL SP-058,RefSeq-85,Caudovirales,Podoviridae,Sp58virus
Salmonella phage FSL SP-076,RefSeq-85,Caudovirales,Podoviridae,Sp58virus
Salmonella phage FelixO1,RefSeq-85,Caudovirales,Myoviridae,Felixo1virus
Salmonella phage Fels-1,RefSeq-85,,,
Salmonella phage Fels-2,RefSeq-85,Caudovirales,Myoviridae,P2virus
Salmonella phage GG32,RefSeq-85,Caudovirales,Ackermannviridae,Cba120virus
Salmonella phage IME207,RefSeq-85,,,
Salmonella phage Jersey,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage L13,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage LSPA1,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage MA12,RefSeq-85,,,
Salmonella phage Marshall,RefSeq-85,Caudovirales,Ackermannviridae,Vi1virus
Salmonella phage Maynard,RefSeq-85,Caudovirales,Ackermannviridae,Vi1virus
Salmonella phage NR01,RefSeq-85,,,
Salmonella phage PVP-SE1,RefSeq-85,Caudovirales,Myoviridae,Se1virus
Salmonella phage RE-2010,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage SE2,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage SEN1,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage SEN22,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage SEN34,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage SEN4,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage SEN5,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage SETP13,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage SETP3,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage SETP7,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage SFP10,RefSeq-85,Caudovirales,Ackermannviridae,Cba120virus
Salmonella phage SJ46,RefSeq-85,,,
Salmonella phage SKML-39,RefSeq-85,Caudovirales,Ackermannviridae,Ag3virus
Salmonella phage SPN1S,RefSeq-85,Caudovirales,Podoviridae,Epsilon15virus
Salmonella phage SPN3UB,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella phage SPN3US,RefSeq-85,Caudovirales,Myoviridae,Ntreusvirus
Salmonella phage SPN9CC,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage SS3e,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage SSE121,RefSeq-85,Caudovirales,Myoviridae,Se1virus
Salmonella phage SSU5,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella phage ST160,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage ST64B,RefSeq-85,Caudovirales,,
Salmonella phage ST64T,RefSeq-85,Caudovirales,Podoviridae,P22virus
Salmonella phage STML-198,RefSeq-85,Caudovirales,Myoviridae,S16virus
Salmonella phage STP4-a,RefSeq-85,Caudovirales,Myoviridae,
Salmonella phage Sh19,RefSeq-85,Caudovirales,Ackermannviridae,Cba120virus
Salmonella phage Shivani,RefSeq-85,Caudovirales,Siphoviridae,T5virus
Salmonella phage Vi II-E1,RefSeq-85,Caudovirales,Siphoviridae,
Salmonella phage Vi06,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage ViI,RefSeq-85,Caudovirales,Ackermannviridae,Vi1virus
Salmonella phage epsilon34,RefSeq-85,Caudovirales,Podoviridae,
Salmonella phage f18SE,RefSeq-85,Caudovirales,Siphoviridae,Jerseyvirus
Salmonella phage phSE-2,RefSeq-85,,,
Salmonella phage phiSG-JL2,RefSeq-85,Caudovirales,Podoviridae,
